date,sensor,value,time
29-10-2018,Breath sensor, 688.00,10:47:54.366000
29-10-2018,Pulse sensor, 1435.00,10:47:54.807000
29-10-2018,GSR sensor, 368.00,10:47:54.824000
29-10-2018,Breath sensor, 661.00,10:47:54.842000
29-10-2018,Pulse sensor, 1699.00,10:47:55.306000
29-10-2018,GSR sensor, 353.00,10:47:55.323000
29-10-2018,Breath sensor, 658.00,10:47:55.340000
29-10-2018,Pulse sensor, 1826.00,10:47:55.806000
29-10-2018,GSR sensor, 358.00,10:47:55.822000
29-10-2018,Breath sensor, 660.00,10:47:55.839000
29-10-2018,Pulse sensor, 1476.00,10:47:56.305000
29-10-2018,GSR sensor, 368.00,10:47:56.317000
29-10-2018,Breath sensor, 658.00,10:47:56.331000
29-10-2018,Pulse sensor, 1951.00,10:47:56.807000
29-10-2018,GSR sensor, 370.00,10:47:56.823000
29-10-2018,Breath sensor, 658.00,10:47:56.842000
29-10-2018,Pulse sensor, 1600.00,10:47:57.307000
29-10-2018,GSR sensor, 375.00,10:47:57.323000
29-10-2018,Breath sensor, 658.00,10:47:57.341000
29-10-2018,Pulse sensor, 1744.00,10:47:57.807000
29-10-2018,GSR sensor, 384.00,10:47:57.822000
29-10-2018,Breath sensor, 659.00,10:47:57.840000
29-10-2018,Pulse sensor, 1581.00,10:47:58.306000
29-10-2018,GSR sensor, 390.00,10:47:58.323000
29-10-2018,Breath sensor, 658.00,10:47:58.342000
29-10-2018,Pulse sensor, 1605.00,10:47:58.847000
29-10-2018,GSR sensor, 388.00,10:47:58.863000
29-10-2018,Breath sensor, 643.00,10:47:58.881000
29-10-2018,Pulse sensor, 2154.00,10:47:59.307000
29-10-2018,GSR sensor, 388.00,10:47:59.325000
29-10-2018,Breath sensor, 657.00,10:47:59.368000
29-10-2018,Pulse sensor, 1668.00,10:47:59.807000
29-10-2018,GSR sensor, 389.00,10:47:59.824000
29-10-2018,Breath sensor, 656.00,10:47:59.841000
29-10-2018,Pulse sensor, 1979.00,10:48:00.301000
29-10-2018,GSR sensor, 394.00,10:48:00.312000
29-10-2018,Breath sensor, 662.00,10:48:00.324000
29-10-2018,Pulse sensor, 2899.00,10:48:00.805000
29-10-2018,GSR sensor, 390.00,10:48:00.819000
29-10-2018,Breath sensor, 657.00,10:48:00.836000
29-10-2018,Pulse sensor, 1632.00,10:48:01.302000
29-10-2018,GSR sensor, 388.00,10:48:01.335000
29-10-2018,Breath sensor, 640.00,10:48:01.349000
29-10-2018,Pulse sensor, 2009.00,10:48:01.805000
29-10-2018,GSR sensor, 389.00,10:48:01.822000
29-10-2018,Breath sensor, 656.00,10:48:01.841000
29-10-2018,Pulse sensor, 1559.00,10:48:02.307000
29-10-2018,GSR sensor, 380.00,10:48:02.324000
29-10-2018,Breath sensor, 657.00,10:48:02.342000
29-10-2018,Pulse sensor, 3642.00,10:48:02.809000
29-10-2018,GSR sensor, 384.00,10:48:02.851000
29-10-2018,Breath sensor, 656.00,10:48:02.867000
29-10-2018,Pulse sensor, 1581.00,10:48:03.307000
29-10-2018,GSR sensor, 384.00,10:48:03.323000
29-10-2018,Breath sensor, 656.00,10:48:03.340000
29-10-2018,Pulse sensor, 2025.00,10:48:03.807000
29-10-2018,GSR sensor, 384.00,10:48:03.824000
29-10-2018,Breath sensor, 656.00,10:48:03.841000
29-10-2018,Pulse sensor, 3271.00,10:48:04.306000
29-10-2018,GSR sensor, 378.00,10:48:04.322000
29-10-2018,Breath sensor, 656.00,10:48:04.339000
29-10-2018,Pulse sensor, 1472.00,10:48:04.807000
29-10-2018,GSR sensor, 384.00,10:48:04.866000
29-10-2018,Breath sensor, 657.00,10:48:04.883000
29-10-2018,Pulse sensor, 1612.00,10:48:05.307000
29-10-2018,GSR sensor, 384.00,10:48:05.323000
29-10-2018,Breath sensor, 656.00,10:48:05.341000
29-10-2018,Pulse sensor, 1281.00,10:48:05.806000
29-10-2018,GSR sensor, 378.00,10:48:05.822000
29-10-2018,Breath sensor, 658.00,10:48:05.840000
29-10-2018,Pulse sensor, 1535.00,10:48:06.308000
29-10-2018,GSR sensor, 400.00,10:48:06.354000
29-10-2018,Breath sensor, 659.00,10:48:06.370000
29-10-2018,Pulse sensor, 2480.00,10:48:06.805000
29-10-2018,GSR sensor, 389.00,10:48:06.863000
29-10-2018,Breath sensor, 656.00,10:48:06.881000
29-10-2018,Pulse sensor, 1382.00,10:48:07.306000
29-10-2018,GSR sensor, 384.00,10:48:07.363000
29-10-2018,Breath sensor, 656.00,10:48:07.381000
29-10-2018,Pulse sensor, 1520.00,10:48:07.806000
29-10-2018,GSR sensor, 392.00,10:48:07.823000
29-10-2018,Breath sensor, 656.00,10:48:07.841000
29-10-2018,Pulse sensor, 1403.00,10:48:08.306000
29-10-2018,GSR sensor, 384.00,10:48:08.323000
29-10-2018,Breath sensor, 657.00,10:48:08.340000
29-10-2018,Pulse sensor, 1578.00,10:48:08.807000
29-10-2018,GSR sensor, 387.00,10:48:08.823000
29-10-2018,Breath sensor, 656.00,10:48:08.840000
29-10-2018,Pulse sensor, 2310.00,10:48:09.307000
29-10-2018,GSR sensor, 426.00,10:48:09.323000
29-10-2018,Breath sensor, 656.00,10:48:09.342000
29-10-2018,Pulse sensor, 1680.00,10:48:09.806000
29-10-2018,GSR sensor, 446.00,10:48:09.821000
29-10-2018,Breath sensor, 658.00,10:48:09.839000
29-10-2018,Pulse sensor, 1447.00,10:48:10.306000
29-10-2018,GSR sensor, 438.00,10:48:10.323000
29-10-2018,Breath sensor, 667.00,10:48:10.341000
29-10-2018,Pulse sensor, 1373.00,10:48:10.806000
29-10-2018,GSR sensor, 430.00,10:48:10.823000
29-10-2018,Breath sensor, 656.00,10:48:10.839000
29-10-2018,Pulse sensor, 1206.00,10:48:11.307000
29-10-2018,GSR sensor, 434.00,10:48:11.322000
29-10-2018,Breath sensor, 658.00,10:48:11.339000
29-10-2018,Pulse sensor, 1264.00,10:48:11.807000
29-10-2018,GSR sensor, 444.00,10:48:11.822000
29-10-2018,Breath sensor, 657.00,10:48:11.839000
29-10-2018,Pulse sensor, 2397.00,10:48:12.307000
29-10-2018,GSR sensor, 408.00,10:48:12.322000
29-10-2018,Breath sensor, 657.00,10:48:12.340000
29-10-2018,Pulse sensor, 2867.00,10:48:12.806000
29-10-2018,GSR sensor, 410.00,10:48:12.822000
29-10-2018,Breath sensor, 666.00,10:48:12.840000
29-10-2018,Pulse sensor, 88.00,10:48:13.306000
29-10-2018,GSR sensor, 408.00,10:48:13.365000
29-10-2018,Breath sensor, 656.00,10:48:13.382000
29-10-2018,Pulse sensor, 1181.00,10:48:13.806000
29-10-2018,GSR sensor, 412.00,10:48:13.822000
29-10-2018,Breath sensor, 656.00,10:48:13.840000
29-10-2018,Pulse sensor, 1677.00,10:48:14.306000
29-10-2018,GSR sensor, 410.00,10:48:14.323000
29-10-2018,Breath sensor, 656.00,10:48:14.340000
29-10-2018,Pulse sensor, 2411.00,10:48:14.806000
29-10-2018,GSR sensor, 413.00,10:48:14.823000
29-10-2018,Breath sensor, 656.00,10:48:14.878000
29-10-2018,Pulse sensor, 1429.00,10:48:15.306000
29-10-2018,GSR sensor, 435.00,10:48:15.323000
29-10-2018,Breath sensor, 656.00,10:48:15.340000
29-10-2018,Pulse sensor, 1429.00,10:48:15.806000
29-10-2018,GSR sensor, 410.00,10:48:15.822000
29-10-2018,Breath sensor, 656.00,10:48:15.839000
29-10-2018,Pulse sensor, 1490.00,10:48:16.306000
29-10-2018,GSR sensor, 412.00,10:48:16.321000
29-10-2018,Breath sensor, 656.00,10:48:16.338000
29-10-2018,Pulse sensor, 1424.00,10:48:16.807000
29-10-2018,GSR sensor, 416.00,10:48:16.823000
29-10-2018,Breath sensor, 656.00,10:48:16.839000
29-10-2018,Pulse sensor, 1535.00,10:48:17.307000
29-10-2018,GSR sensor, 416.00,10:48:17.322000
29-10-2018,Breath sensor, 640.00,10:48:17.339000
29-10-2018,Pulse sensor, 1634.00,10:48:17.806000
29-10-2018,GSR sensor, 412.00,10:48:17.825000
29-10-2018,Breath sensor, 656.00,10:48:17.870000
29-10-2018,Pulse sensor, 1473.00,10:48:18.307000
29-10-2018,GSR sensor, 413.00,10:48:18.324000
29-10-2018,Breath sensor, 656.00,10:48:18.342000
29-10-2018,Pulse sensor, 1861.00,10:48:18.807000
29-10-2018,GSR sensor, 406.00,10:48:18.823000
29-10-2018,Breath sensor, 656.00,10:48:18.840000
29-10-2018,Pulse sensor, 3829.00,10:48:19.306000
29-10-2018,GSR sensor, 416.00,10:48:19.352000
29-10-2018,Breath sensor, 656.00,10:48:19.369000
29-10-2018,Pulse sensor, 1807.00,10:48:19.807000
29-10-2018,GSR sensor, 424.00,10:48:19.823000
29-10-2018,Breath sensor, 656.00,10:48:19.841000
29-10-2018,Pulse sensor, 2147.00,10:48:20.306000
29-10-2018,GSR sensor, 418.00,10:48:20.322000
29-10-2018,Breath sensor, 656.00,10:48:20.339000
29-10-2018,Pulse sensor, 1514.00,10:48:20.807000
29-10-2018,GSR sensor, 428.00,10:48:20.822000
29-10-2018,Breath sensor, 653.00,10:48:20.839000
29-10-2018,Pulse sensor, 1520.00,10:48:21.306000
29-10-2018,GSR sensor, 427.00,10:48:21.322000
29-10-2018,Breath sensor, 693.00,10:48:21.339000
29-10-2018,Pulse sensor, 2783.00,10:48:21.806000
29-10-2018,GSR sensor, 442.00,10:48:21.822000
29-10-2018,Breath sensor, 662.00,10:48:21.839000
29-10-2018,Pulse sensor, 1470.00,10:48:22.303000
29-10-2018,GSR sensor, 436.00,10:48:22.317000
29-10-2018,Breath sensor, 656.00,10:48:22.332000
29-10-2018,Pulse sensor, 1712.00,10:48:22.806000
29-10-2018,GSR sensor, 432.00,10:48:22.823000
29-10-2018,Breath sensor, 654.00,10:48:22.840000
29-10-2018,Pulse sensor, 2224.00,10:48:23.307000
29-10-2018,GSR sensor, 438.00,10:48:23.323000
29-10-2018,Breath sensor, 656.00,10:48:23.341000
29-10-2018,Pulse sensor, 1362.00,10:48:23.807000
29-10-2018,GSR sensor, 437.00,10:48:23.823000
29-10-2018,Breath sensor, 720.00,10:48:23.840000
29-10-2018,Pulse sensor, 1526.00,10:48:24.306000
29-10-2018,GSR sensor, 436.00,10:48:24.323000
29-10-2018,Breath sensor, 656.00,10:48:24.371000
29-10-2018,Pulse sensor, 3279.00,10:48:24.806000
29-10-2018,GSR sensor, 432.00,10:48:24.823000
29-10-2018,Breath sensor, 656.00,10:48:24.841000
29-10-2018,Pulse sensor, 1444.00,10:48:25.306000
29-10-2018,GSR sensor, 435.00,10:48:25.323000
29-10-2018,Breath sensor, 649.00,10:48:25.379000
29-10-2018,Pulse sensor, 1763.00,10:48:25.807000
29-10-2018,GSR sensor, 436.00,10:48:25.823000
29-10-2018,Breath sensor, 656.00,10:48:25.839000
29-10-2018,Pulse sensor, 2381.00,10:48:26.306000
29-10-2018,GSR sensor, 434.00,10:48:26.324000
29-10-2018,Breath sensor, 667.00,10:48:26.371000
29-10-2018,Pulse sensor, 1462.00,10:48:26.806000
29-10-2018,GSR sensor, 436.00,10:48:26.823000
29-10-2018,Breath sensor, 654.00,10:48:26.843000
29-10-2018,Pulse sensor, 1965.00,10:48:27.307000
29-10-2018,GSR sensor, 426.00,10:48:27.324000
29-10-2018,Breath sensor, 656.00,10:48:27.342000
29-10-2018,Pulse sensor, 3839.00,10:48:27.806000
29-10-2018,GSR sensor, 400.00,10:48:27.823000
29-10-2018,Breath sensor, 656.00,10:48:27.842000
29-10-2018,Pulse sensor, 1516.00,10:48:28.301000
29-10-2018,GSR sensor, 402.00,10:48:28.312000
29-10-2018,Breath sensor, 656.00,10:48:28.324000
29-10-2018,Pulse sensor, 1815.00,10:48:28.807000
29-10-2018,GSR sensor, 401.00,10:48:28.856000
29-10-2018,Breath sensor, 652.00,10:48:28.874000
29-10-2018,Pulse sensor, 3835.00,10:48:29.306000
29-10-2018,GSR sensor, 402.00,10:48:29.368000
29-10-2018,Breath sensor, 658.00,10:48:29.385000
29-10-2018,Pulse sensor, 1337.00,10:48:29.806000
29-10-2018,GSR sensor, 401.00,10:48:29.822000
29-10-2018,Breath sensor, 658.00,10:48:29.840000
29-10-2018,Pulse sensor, 1682.00,10:48:30.306000
29-10-2018,GSR sensor, 404.00,10:48:30.324000
29-10-2018,Breath sensor, 656.00,10:48:30.370000
29-10-2018,Pulse sensor, 1326.00,10:48:30.806000
29-10-2018,GSR sensor, 404.00,10:48:30.822000
29-10-2018,Breath sensor, 646.00,10:48:30.840000
29-10-2018,Pulse sensor, 3851.00,10:48:31.307000
29-10-2018,GSR sensor, 400.00,10:48:31.324000
29-10-2018,Breath sensor, 656.00,10:48:31.342000
29-10-2018,Pulse sensor, 1158.00,10:48:31.805000
29-10-2018,GSR sensor, 400.00,10:48:31.822000
29-10-2018,Breath sensor, 656.00,10:48:31.840000
29-10-2018,Pulse sensor, 1420.00,10:48:32.306000
29-10-2018,GSR sensor, 401.00,10:48:32.323000
29-10-2018,Breath sensor, 656.00,10:48:32.340000
29-10-2018,Pulse sensor, 1390.00,10:48:32.806000
29-10-2018,GSR sensor, 412.00,10:48:32.823000
29-10-2018,Breath sensor, 653.00,10:48:32.840000
29-10-2018,Pulse sensor, 2994.00,10:48:33.307000
29-10-2018,GSR sensor, 416.00,10:48:33.355000
29-10-2018,Breath sensor, 656.00,10:48:33.373000
29-10-2018,Pulse sensor, 1286.00,10:48:33.806000
29-10-2018,GSR sensor, 411.00,10:48:33.869000
29-10-2018,Breath sensor, 656.00,10:48:33.887000
29-10-2018,Pulse sensor, 1562.00,10:48:34.306000
29-10-2018,GSR sensor, 411.00,10:48:34.356000
29-10-2018,Breath sensor, 656.00,10:48:34.373000
29-10-2018,Pulse sensor, 1289.00,10:48:34.807000
29-10-2018,GSR sensor, 402.00,10:48:34.825000
29-10-2018,Breath sensor, 656.00,10:48:34.871000
29-10-2018,Pulse sensor, 1627.00,10:48:35.305000
29-10-2018,GSR sensor, 402.00,10:48:35.320000
29-10-2018,Breath sensor, 656.00,10:48:35.338000
29-10-2018,Pulse sensor, 1311.00,10:48:35.806000
29-10-2018,GSR sensor, 419.00,10:48:35.822000
29-10-2018,Breath sensor, 656.00,10:48:35.839000
29-10-2018,Pulse sensor, 1413.00,10:48:36.307000
29-10-2018,GSR sensor, 417.00,10:48:36.323000
29-10-2018,Breath sensor, 656.00,10:48:36.340000
29-10-2018,Pulse sensor, 2421.00,10:48:36.807000
29-10-2018,GSR sensor, 406.00,10:48:36.823000
29-10-2018,Breath sensor, 656.00,10:48:36.839000
29-10-2018,Pulse sensor, 1406.00,10:48:37.307000
29-10-2018,GSR sensor, 416.00,10:48:37.323000
29-10-2018,Breath sensor, 656.00,10:48:37.340000
29-10-2018,Pulse sensor, 1535.00,10:48:37.806000
29-10-2018,GSR sensor, 416.00,10:48:37.821000
29-10-2018,Breath sensor, 660.00,10:48:37.838000
29-10-2018,Pulse sensor, 1535.00,10:48:38.305000
29-10-2018,GSR sensor, 411.00,10:48:38.322000
29-10-2018,Breath sensor, 656.00,10:48:38.339000
29-10-2018,Pulse sensor, 1691.00,10:48:38.808000
29-10-2018,GSR sensor, 408.00,10:48:38.825000
29-10-2018,Breath sensor, 656.00,10:48:38.874000
29-10-2018,Pulse sensor, 1923.00,10:48:39.350000
29-10-2018,GSR sensor, 410.00,10:48:39.365000
29-10-2018,Breath sensor, 656.00,10:48:39.384000
29-10-2018,Pulse sensor, 1456.00,10:48:39.805000
29-10-2018,GSR sensor, 418.00,10:48:39.821000
29-10-2018,Breath sensor, 595.00,10:48:39.838000
29-10-2018,Pulse sensor, 1866.00,10:48:40.306000
29-10-2018,GSR sensor, 413.00,10:48:40.322000
29-10-2018,Breath sensor, 656.00,10:48:40.340000
29-10-2018,Pulse sensor, 1535.00,10:48:40.806000
29-10-2018,GSR sensor, 411.00,10:48:40.823000
29-10-2018,Breath sensor, 656.00,10:48:40.840000
29-10-2018,Pulse sensor, 2640.00,10:48:41.307000
29-10-2018,GSR sensor, 416.00,10:48:41.370000
29-10-2018,Breath sensor, 656.00,10:48:41.387000
29-10-2018,Pulse sensor, 1641.00,10:48:41.806000
29-10-2018,GSR sensor, 404.00,10:48:41.823000
29-10-2018,Breath sensor, 656.00,10:48:41.841000
29-10-2018,Pulse sensor, 1767.00,10:48:42.305000
29-10-2018,GSR sensor, 402.00,10:48:42.322000
29-10-2018,Breath sensor, 656.00,10:48:42.338000
29-10-2018,Pulse sensor, 1662.00,10:48:42.807000
29-10-2018,GSR sensor, 409.00,10:48:42.822000
29-10-2018,Breath sensor, 661.00,10:48:42.840000
29-10-2018,Pulse sensor, 1927.00,10:48:43.305000
29-10-2018,GSR sensor, 410.00,10:48:43.321000
29-10-2018,Breath sensor, 656.00,10:48:43.370000
29-10-2018,Pulse sensor, 1586.00,10:48:43.807000
29-10-2018,GSR sensor, 408.00,10:48:43.821000
29-10-2018,Breath sensor, 656.00,10:48:43.839000
29-10-2018,Pulse sensor, 1789.00,10:48:44.304000
29-10-2018,GSR sensor, 413.00,10:48:44.358000
29-10-2018,Breath sensor, 656.00,10:48:44.376000
29-10-2018,Pulse sensor, 2681.00,10:48:44.806000
29-10-2018,GSR sensor, 409.00,10:48:44.822000
29-10-2018,Breath sensor, 656.00,10:48:44.839000
29-10-2018,Pulse sensor, 1614.00,10:48:45.307000
29-10-2018,GSR sensor, 400.00,10:48:45.323000
29-10-2018,Breath sensor, 656.00,10:48:45.340000
29-10-2018,Pulse sensor, 1808.00,10:48:45.806000
29-10-2018,GSR sensor, 400.00,10:48:45.823000
29-10-2018,Breath sensor, 656.00,10:48:45.873000
29-10-2018,Pulse sensor, 3067.00,10:48:46.306000
29-10-2018,GSR sensor, 400.00,10:48:46.323000
29-10-2018,Breath sensor, 656.00,10:48:46.341000
29-10-2018,Pulse sensor, 1634.00,10:48:46.854000
29-10-2018,GSR sensor, 393.00,10:48:46.869000
29-10-2018,Breath sensor, 656.00,10:48:46.886000
29-10-2018,Pulse sensor, 1840.00,10:48:47.306000
29-10-2018,GSR sensor, 401.00,10:48:47.322000
29-10-2018,Breath sensor, 656.00,10:48:47.338000
29-10-2018,Pulse sensor, 1535.00,10:48:47.805000
29-10-2018,GSR sensor, 410.00,10:48:47.821000
29-10-2018,Breath sensor, 656.00,10:48:47.838000
29-10-2018,Pulse sensor, 1868.00,10:48:48.303000
29-10-2018,GSR sensor, 409.00,10:48:48.317000
29-10-2018,Breath sensor, 656.00,10:48:48.345000
29-10-2018,Pulse sensor, 1535.00,10:48:48.806000
29-10-2018,GSR sensor, 411.00,10:48:48.822000
29-10-2018,Breath sensor, 656.00,10:48:48.873000
29-10-2018,Pulse sensor, 1397.00,10:48:49.305000
29-10-2018,GSR sensor, 404.00,10:48:49.322000
29-10-2018,Breath sensor, 656.00,10:48:49.339000
29-10-2018,Pulse sensor, 3115.00,10:48:49.807000
29-10-2018,GSR sensor, 400.00,10:48:49.824000
29-10-2018,Breath sensor, 656.00,10:48:49.842000
29-10-2018,Pulse sensor, 1515.00,10:48:50.305000
29-10-2018,GSR sensor, 404.00,10:48:50.342000
29-10-2018,Breath sensor, 656.00,10:48:50.359000
29-10-2018,Pulse sensor, 2039.00,10:48:50.805000
29-10-2018,GSR sensor, 418.00,10:48:50.820000
29-10-2018,Breath sensor, 656.00,10:48:50.837000
29-10-2018,Pulse sensor, 2090.00,10:48:51.300000
29-10-2018,GSR sensor, 422.00,10:48:51.313000
29-10-2018,Breath sensor, 656.00,10:48:51.326000
29-10-2018,Pulse sensor, 1590.00,10:48:51.807000
29-10-2018,GSR sensor, 427.00,10:48:51.824000
29-10-2018,Breath sensor, 656.00,10:48:51.842000
29-10-2018,Pulse sensor, 1503.00,10:48:52.306000
29-10-2018,GSR sensor, 448.00,10:48:52.321000
29-10-2018,Breath sensor, 656.00,10:48:52.337000
29-10-2018,Pulse sensor, 2218.00,10:48:52.806000
29-10-2018,GSR sensor, 416.00,10:48:52.822000
29-10-2018,Breath sensor, 656.00,10:48:52.840000
29-10-2018,Pulse sensor, 1408.00,10:48:53.352000
29-10-2018,GSR sensor, 416.00,10:48:53.368000
29-10-2018,Breath sensor, 656.00,10:48:53.385000
29-10-2018,Pulse sensor, 1847.00,10:48:53.806000
29-10-2018,GSR sensor, 425.00,10:48:53.822000
29-10-2018,Breath sensor, 656.00,10:48:53.839000
29-10-2018,Pulse sensor, 2107.00,10:48:54.305000
29-10-2018,GSR sensor, 416.00,10:48:54.321000
29-10-2018,Breath sensor, 650.00,10:48:54.337000
29-10-2018,Pulse sensor, 1184.00,10:48:54.804000
29-10-2018,GSR sensor, 417.00,10:48:54.819000
29-10-2018,Breath sensor, 653.00,10:48:54.835000
29-10-2018,Pulse sensor, 2714.00,10:48:55.305000
29-10-2018,GSR sensor, 421.00,10:48:55.320000
29-10-2018,Breath sensor, 656.00,10:48:55.338000
29-10-2018,Pulse sensor, 1401.00,10:48:55.806000
29-10-2018,GSR sensor, 420.00,10:48:55.824000
29-10-2018,Breath sensor, 656.00,10:48:55.873000
29-10-2018,Pulse sensor, 1980.00,10:48:56.300000
29-10-2018,GSR sensor, 417.00,10:48:56.310000
29-10-2018,Breath sensor, 653.00,10:48:56.321000
29-10-2018,Pulse sensor, 3834.00,10:48:56.801000
29-10-2018,GSR sensor, 384.00,10:48:56.811000
29-10-2018,Breath sensor, 656.00,10:48:56.822000
29-10-2018,Pulse sensor, 1360.00,10:48:57.355000
29-10-2018,GSR sensor, 420.00,10:48:57.371000
29-10-2018,Breath sensor, 656.00,10:48:57.389000
29-10-2018,Pulse sensor, 1894.00,10:48:57.806000
29-10-2018,GSR sensor, 424.00,10:48:57.823000
29-10-2018,Breath sensor, 656.00,10:48:57.873000
29-10-2018,Pulse sensor, 3839.00,10:48:58.355000
29-10-2018,GSR sensor, 419.00,10:48:58.370000
29-10-2018,Breath sensor, 656.00,10:48:58.387000
29-10-2018,Pulse sensor, 1200.00,10:48:58.806000
29-10-2018,GSR sensor, 416.00,10:48:58.823000
29-10-2018,Breath sensor, 654.00,10:48:58.839000
29-10-2018,Pulse sensor, 1239.00,10:48:59.306000
29-10-2018,GSR sensor, 408.00,10:48:59.321000
29-10-2018,Breath sensor, 660.00,10:48:59.337000
29-10-2018,Pulse sensor, 1222.00,10:48:59.806000
29-10-2018,GSR sensor, 400.00,10:48:59.822000
29-10-2018,Breath sensor, 652.00,10:48:59.839000
29-10-2018,Pulse sensor, 1310.00,10:49:00.307000
29-10-2018,GSR sensor, 400.00,10:49:00.321000
29-10-2018,Breath sensor, 656.00,10:49:00.338000
29-10-2018,Pulse sensor, 3835.00,10:49:00.807000
29-10-2018,GSR sensor, 400.00,10:49:00.822000
29-10-2018,Breath sensor, 617.00,10:49:00.840000
29-10-2018,Pulse sensor, 1315.00,10:49:01.306000
29-10-2018,GSR sensor, 418.00,10:49:01.322000
29-10-2018,Breath sensor, 657.00,10:49:01.338000
29-10-2018,Pulse sensor, 1349.00,10:49:01.806000
29-10-2018,GSR sensor, 400.00,10:49:01.823000
29-10-2018,Breath sensor, 656.00,10:49:01.874000
29-10-2018,Pulse sensor, 1037.00,10:49:02.354000
29-10-2018,GSR sensor, 395.00,10:49:02.368000
29-10-2018,Breath sensor, 655.00,10:49:02.386000
29-10-2018,Pulse sensor, 1328.00,10:49:02.806000
29-10-2018,GSR sensor, 400.00,10:49:02.874000
29-10-2018,Breath sensor, 656.00,10:49:02.891000
29-10-2018,Pulse sensor, 3837.00,10:49:03.352000
29-10-2018,GSR sensor, 411.00,10:49:03.365000
29-10-2018,Breath sensor, 656.00,10:49:03.430000
29-10-2018,Pulse sensor, 1216.00,10:49:03.805000
29-10-2018,GSR sensor, 396.00,10:49:03.823000
29-10-2018,Breath sensor, 656.00,10:49:03.840000
29-10-2018,Pulse sensor, 1195.00,10:49:04.306000
29-10-2018,GSR sensor, 417.00,10:49:04.322000
29-10-2018,Breath sensor, 656.00,10:49:04.339000
29-10-2018,Pulse sensor, 1136.00,10:49:04.808000
29-10-2018,GSR sensor, 417.00,10:49:04.823000
29-10-2018,Breath sensor, 656.00,10:49:04.841000
29-10-2018,Pulse sensor, 1197.00,10:49:05.306000
29-10-2018,GSR sensor, 418.00,10:49:05.360000
29-10-2018,Breath sensor, 656.00,10:49:05.377000
29-10-2018,Pulse sensor, 3211.00,10:49:05.806000
29-10-2018,GSR sensor, 432.00,10:49:05.822000
29-10-2018,Breath sensor, 656.00,10:49:05.838000
29-10-2018,Pulse sensor, 1355.00,10:49:06.305000
29-10-2018,GSR sensor, 416.00,10:49:06.321000
29-10-2018,Breath sensor, 656.00,10:49:06.339000
29-10-2018,Pulse sensor, 1953.00,10:49:06.805000
29-10-2018,GSR sensor, 412.00,10:49:06.822000
29-10-2018,Breath sensor, 656.00,10:49:06.839000
29-10-2018,Pulse sensor, 3839.00,10:49:07.306000
29-10-2018,GSR sensor, 419.00,10:49:07.322000
29-10-2018,Breath sensor, 656.00,10:49:07.377000
29-10-2018,Pulse sensor, 1254.00,10:49:07.806000
29-10-2018,GSR sensor, 418.00,10:49:07.823000
29-10-2018,Breath sensor, 656.00,10:49:07.840000
29-10-2018,Pulse sensor, 2046.00,10:49:08.306000
29-10-2018,GSR sensor, 428.00,10:49:08.367000
29-10-2018,Breath sensor, 656.00,10:49:08.381000
29-10-2018,Pulse sensor, 3839.00,10:49:08.806000
29-10-2018,GSR sensor, 410.00,10:49:08.855000
29-10-2018,Breath sensor, 656.00,10:49:08.872000
29-10-2018,Pulse sensor, 1383.00,10:49:09.306000
29-10-2018,GSR sensor, 404.00,10:49:09.372000
29-10-2018,Breath sensor, 656.00,10:49:09.389000
29-10-2018,Pulse sensor, 1836.00,10:49:09.806000
29-10-2018,GSR sensor, 410.00,10:49:09.822000
29-10-2018,Breath sensor, 659.00,10:49:09.840000
29-10-2018,Pulse sensor, 3839.00,10:49:10.349000
29-10-2018,GSR sensor, 488.00,10:49:10.361000
29-10-2018,Breath sensor, 656.00,10:49:10.375000
29-10-2018,Pulse sensor, 1159.00,10:49:10.806000
29-10-2018,GSR sensor, 410.00,10:49:10.822000
29-10-2018,Breath sensor, 656.00,10:49:10.839000
29-10-2018,Pulse sensor, 1280.00,10:49:11.306000
29-10-2018,GSR sensor, 416.00,10:49:11.322000
29-10-2018,Breath sensor, 656.00,10:49:11.339000
29-10-2018,Pulse sensor, 1018.00,10:49:11.805000
29-10-2018,GSR sensor, 412.00,10:49:11.823000
29-10-2018,Breath sensor, 656.00,10:49:11.839000
29-10-2018,Pulse sensor, 1388.00,10:49:12.306000
29-10-2018,GSR sensor, 416.00,10:49:12.322000
29-10-2018,Breath sensor, 656.00,10:49:12.340000
29-10-2018,Pulse sensor, 2031.00,10:49:12.806000
29-10-2018,GSR sensor, 416.00,10:49:12.822000
29-10-2018,Breath sensor, 652.00,10:49:12.875000
29-10-2018,Pulse sensor, 2410.00,10:49:13.305000
29-10-2018,GSR sensor, 419.00,10:49:13.341000
29-10-2018,Breath sensor, 656.00,10:49:13.357000
29-10-2018,Pulse sensor, 929.00,10:49:13.804000
29-10-2018,GSR sensor, 424.00,10:49:13.821000
29-10-2018,Breath sensor, 653.00,10:49:13.886000
29-10-2018,Pulse sensor, 1408.00,10:49:14.304000
29-10-2018,GSR sensor, 423.00,10:49:14.320000
29-10-2018,Breath sensor, 656.00,10:49:14.337000
29-10-2018,Pulse sensor, 1428.00,10:49:14.806000
29-10-2018,GSR sensor, 473.00,10:49:14.822000
29-10-2018,Breath sensor, 656.00,10:49:14.838000
29-10-2018,Pulse sensor, 1003.00,10:49:15.306000
29-10-2018,GSR sensor, 408.00,10:49:15.321000
29-10-2018,Breath sensor, 656.00,10:49:15.376000
29-10-2018,Pulse sensor, 3835.00,10:49:15.807000
