time,heart,breath,gsr,date
3331731,2314,1046,632,2019-03-17_20:15:59.607000
3331831,2317,1048,637,2019-03-17_20:15:59.728000
3331931,2310,1044,631,2019-03-17_20:15:59.836000
3332031,2310,1060,637,2019-03-17_20:15:59.962000
3332131,2311,1040,625,2019-03-17_20:16:00.054000
3332231,2309,1040,636,2019-03-17_20:16:00.168000
3332331,2307,1029,625,2019-03-17_20:16:00.289000
3332431,2315,1018,624,2019-03-17_20:16:00.397000
3332531,2314,1014,626,2019-03-17_20:16:00.458000
3332631,2317,998,627,2019-03-17_20:16:00.582000
3332731,2314,1005,626,2019-03-17_20:16:00.634000
3332831,2313,987,624,2019-03-17_20:16:00.737000
3332931,2326,974,630,2019-03-17_20:16:00.819000
3333031,2316,976,637,2019-03-17_20:16:00.979000
3333131,2299,976,626,2019-03-17_20:16:01.129000
3333231,2291,968,626,2019-03-17_20:16:01.261000
3333331,2303,958,624,2019-03-17_20:16:01.365000
3333431,2307,954,618,2019-03-17_20:16:01.506000
3333531,2310,963,630,2019-03-17_20:16:01.598000
3333631,2310,974,624,2019-03-17_20:16:01.690000
3333731,2310,948,632,2019-03-17_20:16:01.774000
3333831,2309,953,627,2019-03-17_20:16:01.829000
3333931,2309,948,634,2019-03-17_20:16:01.882000
3334031,2317,960,640,2019-03-17_20:16:01.936000
3334131,2286,956,635,2019-03-17_20:16:01.997000
3334231,2274,962,608,2019-03-17_20:16:02.118000
3334331,2351,976,619,2019-03-17_20:16:02.214000
3334431,2337,969,643,2019-03-17_20:16:02.328000
3334531,2317,955,662,2019-03-17_20:16:02.380000
3334631,2288,983,664,2019-03-17_20:16:02.482000
3334731,2290,960,688,2019-03-17_20:16:02.600000
3334831,2275,948,701,2019-03-17_20:16:02.700000
3334931,2251,944,709,2019-03-17_20:16:02.798000
3335031,2251,938,724,2019-03-17_20:16:02.890000
3335131,2241,942,726,2019-03-17_20:16:02.946000
3335231,2230,947,738,2019-03-17_20:16:03.002000
3335331,2229,938,749,2019-03-17_20:16:03.109000
3335431,2224,944,752,2019-03-17_20:16:03.226000
3335531,2219,935,749,2019-03-17_20:16:03.284000
3335631,2213,921,748,2019-03-17_20:16:03.378000
3335731,2211,928,752,2019-03-17_20:16:03.493000
3335831,2222,912,739,2019-03-17_20:16:03.598000
3335931,2222,922,739,2019-03-17_20:16:03.695000
3336031,2218,925,747,2019-03-17_20:16:03.822000
3336131,2210,929,742,2019-03-17_20:16:03.975000
3336231,2213,929,728,2019-03-17_20:16:04.053000
3336331,2224,918,732,2019-03-17_20:16:04.107000
3336431,2221,917,715,2019-03-17_20:16:04.170000
3336531,2213,914,720,2019-03-17_20:16:04.253000
3336631,2225,914,715,2019-03-17_20:16:04.364000
3336731,2231,901,698,2019-03-17_20:16:04.536000
3336831,2242,905,690,2019-03-17_20:16:04.710000
3336931,2254,901,706,2019-03-17_20:16:04.764000
3337031,2247,897,701,2019-03-17_20:16:04.824000
3337131,2256,905,699,2019-03-17_20:16:04.879000
3337231,2255,906,704,2019-03-17_20:16:04.970000
3337331,2255,912,704,2019-03-17_20:16:05.086000
3337431,2257,929,702,2019-03-17_20:16:05.217000
3337531,2261,940,704,2019-03-17_20:16:05.368000
3337631,2261,944,696,2019-03-17_20:16:05.492000
3337731,2259,941,688,2019-03-17_20:16:05.574000
3337831,2263,945,689,2019-03-17_20:16:05.715000
3337931,2267,946,690,2019-03-17_20:16:05.790000
3338031,2263,960,682,2019-03-17_20:16:05.979000
3338131,2263,944,686,2019-03-17_20:16:06.155000
3338231,2262,930,681,2019-03-17_20:16:06.331000
3338331,2261,934,687,2019-03-17_20:16:06.507000
3338431,2267,936,673,2019-03-17_20:16:06.597000
3338531,2266,922,684,2019-03-17_20:16:06.746000
3338631,2263,922,625,2019-03-17_20:16:06.917000
3338731,2259,919,704,2019-03-17_20:16:07.068000
3338831,2265,913,672,2019-03-17_20:16:07.214000
3338931,2266,917,681,2019-03-17_20:16:07.371000
3339031,2263,908,672,2019-03-17_20:16:07.484000
3339131,2262,914,669,2019-03-17_20:16:07.658000
3339231,2267,917,665,2019-03-17_20:16:07.777000
3339331,2266,914,667,2019-03-17_20:16:07.892000
3339431,2261,910,672,2019-03-17_20:16:08.053000
3339531,2267,904,678,2019-03-17_20:16:08.220000
3339631,2263,899,684,2019-03-17_20:16:08.329000
3339731,2272,901,685,2019-03-17_20:16:08.439000
3339831,2262,913,678,2019-03-17_20:16:08.536000
3339931,2251,925,676,2019-03-17_20:16:08.644000
3340031,2247,924,657,2019-03-17_20:16:08.740000
3340131,2302,938,658,2019-03-17_20:16:08.913000
3340231,2288,949,657,2019-03-17_20:16:09.015000
3340331,2279,977,666,2019-03-17_20:16:09.111000
3340431,2271,985,680,2019-03-17_20:16:09.202000
3340531,2263,968,683,2019-03-17_20:16:09.296000
3340631,2255,992,694,2019-03-17_20:16:09.391000
3340731,2249,968,700,2019-03-17_20:16:09.489000
3340831,2242,941,714,2019-03-17_20:16:09.549000
3340931,2235,944,720,2019-03-17_20:16:09.610000
3341031,2233,944,720,2019-03-17_20:16:09.677000
3341131,2230,944,724,2019-03-17_20:16:09.776000
3341231,2224,929,726,2019-03-17_20:16:09.885000
3341331,2224,912,726,2019-03-17_20:16:09.981000
3341431,2209,921,734,2019-03-17_20:16:10.131000
3341531,2207,913,725,2019-03-17_20:16:10.334000
3341631,2224,905,720,2019-03-17_20:16:10.490000
3341731,2219,894,736,2019-03-17_20:16:10.642000
3341831,2219,896,726,2019-03-17_20:16:10.741000
3341931,2219,896,717,2019-03-17_20:16:10.830000
3342031,2223,885,730,2019-03-17_20:16:10.999000
3342131,2223,884,725,2019-03-17_20:16:11.145000
3342231,2224,893,728,2019-03-17_20:16:11.233000
3342331,2225,880,723,2019-03-17_20:16:11.304000
3342431,2227,858,742,2019-03-17_20:16:11.379000
3342531,2222,868,727,2019-03-17_20:16:11.436000
3342631,2227,870,720,2019-03-17_20:16:11.538000
3342731,2235,881,715,2019-03-17_20:16:11.659000
3342831,2233,880,742,2019-03-17_20:16:11.741000
3342931,2221,870,730,2019-03-17_20:16:11.857000
3343031,2210,874,707,2019-03-17_20:16:11.962000
3343131,2207,866,743,2019-03-17_20:16:12.092000
3343231,2204,911,720,2019-03-17_20:16:12.169000
3343331,2207,933,752,2019-03-17_20:16:12.255000
3343431,2202,990,725,2019-03-17_20:16:12.327000
3343531,2199,976,748,2019-03-17_20:16:12.403000
3343631,2202,978,720,2019-03-17_20:16:12.487000
3343731,2205,957,745,2019-03-17_20:16:12.560000
3343831,2210,953,734,2019-03-17_20:16:12.643000
3343931,2209,946,736,2019-03-17_20:16:12.734000
3344031,2197,912,697,2019-03-17_20:16:12.811000
3344131,2202,912,674,2019-03-17_20:16:12.961000
3344231,2188,918,757,2019-03-17_20:16:13.106000
3344331,2163,935,776,2019-03-17_20:16:13.214000
3344431,2173,944,761,2019-03-17_20:16:13.318000
3344531,2171,928,747,2019-03-17_20:16:13.481000
3344631,2167,928,656,2019-03-17_20:16:13.603000
3344731,2233,938,652,2019-03-17_20:16:13.677000
3344831,2274,931,647,2019-03-17_20:16:13.760000
3344931,2258,912,688,2019-03-17_20:16:13.882000
3345031,2258,900,729,2019-03-17_20:16:14.013000
3345131,2230,894,754,2019-03-17_20:16:14.112000
3345231,2222,906,700,2019-03-17_20:16:14.176000
3345331,2239,906,744,2019-03-17_20:16:14.228000
3345431,2224,911,738,2019-03-17_20:16:14.298000
3345531,2243,914,709,2019-03-17_20:16:14.400000
3345631,2255,944,738,2019-03-17_20:16:14.577000
3345731,2234,949,752,2019-03-17_20:16:14.695000
3345831,2219,940,708,2019-03-17_20:16:14.758000
3345931,2231,946,672,2019-03-17_20:16:14.814000
3346031,2313,944,596,2019-03-17_20:16:14.876000
3346131,2309,944,585,2019-03-17_20:16:14.947000
3346231,2298,954,592,2019-03-17_20:16:15.005000
3346331,2305,960,576,2019-03-17_20:16:15.080000
3346431,2270,970,619,2019-03-17_20:16:15.139000
3346531,2283,978,633,2019-03-17_20:16:15.210000
3346631,2191,1013,706,2019-03-17_20:16:15.288000
3346731,2143,1040,704,2019-03-17_20:16:15.375000
3346831,2133,1035,710,2019-03-17_20:16:15.428000
3346931,2133,1030,680,2019-03-17_20:16:15.482000
3347031,2129,1029,704,2019-03-17_20:16:15.539000
3347131,2109,1010,692,2019-03-17_20:16:15.631000
3347231,2141,1020,717,2019-03-17_20:16:15.760000
3347331,2129,1021,681,2019-03-17_20:16:15.836000
3347431,2147,1018,688,2019-03-17_20:16:15.964000
3347531,2167,1011,672,2019-03-17_20:16:16.118000
3347631,2162,992,662,2019-03-17_20:16:16.285000
3347731,2189,992,685,2019-03-17_20:16:16.411000
3347831,2187,992,656,2019-03-17_20:16:16.538000
3347931,2185,977,646,2019-03-17_20:16:16.596000
3348031,2183,992,640,2019-03-17_20:16:16.655000
3348131,2187,952,618,2019-03-17_20:16:16.707000
3348231,2190,975,611,2019-03-17_20:16:16.774000
3348331,2193,952,649,2019-03-17_20:16:16.866000
3348431,2194,966,640,2019-03-17_20:16:16.944000
3348531,2195,976,616,2019-03-17_20:16:16.999000
3348631,2194,966,641,2019-03-17_20:16:17.061000
3348731,2203,964,640,2019-03-17_20:16:17.132000
3348831,2197,965,632,2019-03-17_20:16:17.204000
3348931,2207,960,641,2019-03-17_20:16:17.291000
3349031,2203,960,649,2019-03-17_20:16:17.342000
3349131,2215,962,656,2019-03-17_20:16:17.403000
3349231,2213,975,682,2019-03-17_20:16:17.457000
3349331,2215,990,634,2019-03-17_20:16:17.523000
3349431,2214,999,644,2019-03-17_20:16:17.589000
3349531,2219,1006,650,2019-03-17_20:16:17.728000
3349631,2221,1030,634,2019-03-17_20:16:17.866000
3349731,2224,1004,646,2019-03-17_20:16:17.993000
3349831,2224,1000,675,2019-03-17_20:16:18.062000
3349931,2227,1006,645,2019-03-17_20:16:18.164000
3350031,2223,1014,629,2019-03-17_20:16:18.277000
3350131,2229,1012,628,2019-03-17_20:16:18.372000
3350231,2228,1016,652,2019-03-17_20:16:18.458000
3350331,2227,1021,669,2019-03-17_20:16:18.586000
3350431,2231,1023,684,2019-03-17_20:16:18.697000
3350531,2231,1021,630,2019-03-17_20:16:18.833000
3350631,2234,1008,704,2019-03-17_20:16:18.930000
3350731,2237,1002,640,2019-03-17_20:16:18.995000
3350831,2239,997,685,2019-03-17_20:16:19.081000
3350931,2243,995,683,2019-03-17_20:16:19.282000
3351031,2243,982,672,2019-03-17_20:16:19.359000
3351131,2254,1008,658,2019-03-17_20:16:19.481000
3351231,2243,992,665,2019-03-17_20:16:19.559000
3351331,2246,998,729,2019-03-17_20:16:19.641000
3351431,2247,992,704,2019-03-17_20:16:19.710000
3351531,2247,1002,673,2019-03-17_20:16:19.778000
3351631,2251,986,720,2019-03-17_20:16:19.840000
3351731,2255,976,672,2019-03-17_20:16:19.897000
3351831,2256,995,744,2019-03-17_20:16:19.961000
3351931,2255,978,677,2019-03-17_20:16:20.031000
3352031,2257,989,752,2019-03-17_20:16:20.095000
3352131,2255,987,729,2019-03-17_20:16:20.160000
3352231,2256,995,722,2019-03-17_20:16:20.228000
3352331,2257,1030,720,2019-03-17_20:16:20.286000
3352431,2257,1030,738,2019-03-17_20:16:20.357000
3352531,2263,1022,737,2019-03-17_20:16:20.453000
3352631,2258,1036,781,2019-03-17_20:16:20.644000
3352731,2263,1061,741,2019-03-17_20:16:20.803000
3352831,2260,1065,766,2019-03-17_20:16:20.925000
3352931,2257,1065,781,2019-03-17_20:16:21.069000
3353031,2260,1060,772,2019-03-17_20:16:21.224000
3353131,2259,1056,788,2019-03-17_20:16:21.368000
3353231,2260,1059,784,2019-03-17_20:16:21.469000
3353331,2262,1056,793,2019-03-17_20:16:21.555000
3353431,2255,1053,792,2019-03-17_20:16:21.710000
3353531,2253,1044,793,2019-03-17_20:16:21.817000
3353631,2259,1019,789,2019-03-17_20:16:21.956000
3353731,2259,1037,800,2019-03-17_20:16:22.028000
3353831,2261,1029,784,2019-03-17_20:16:22.088000
3353931,2263,994,787,2019-03-17_20:16:22.175000
3354031,2262,1008,807,2019-03-17_20:16:22.242000
3354131,2263,992,798,2019-03-17_20:16:22.373000
3354231,2265,978,789,2019-03-17_20:16:22.452000
3354331,2261,992,804,2019-03-17_20:16:22.596000
3354431,2267,990,812,2019-03-17_20:16:22.703000
3354531,2257,981,800,2019-03-17_20:16:22.778000
3354631,2257,1003,790,2019-03-17_20:16:22.850000
3354731,2257,1007,805,2019-03-17_20:16:22.920000
3354831,2263,1008,798,2019-03-17_20:16:23.013000
3354931,2259,993,796,2019-03-17_20:16:23.164000
3355031,2263,998,813,2019-03-17_20:16:23.299000
3355131,2261,1008,802,2019-03-17_20:16:23.466000
3355231,2263,1023,802,2019-03-17_20:16:23.560000
3355331,2263,1022,800,2019-03-17_20:16:23.669000
3355431,2265,1023,795,2019-03-17_20:16:23.753000
3355531,2266,1009,784,2019-03-17_20:16:23.823000
3355631,2261,1037,804,2019-03-17_20:16:23.892000
3355731,2269,1042,806,2019-03-17_20:16:23.964000
3355831,2271,1040,816,2019-03-17_20:16:24.050000
3355931,2266,1042,809,2019-03-17_20:16:24.150000
3356031,2269,1040,816,2019-03-17_20:16:24.303000
3356131,2275,1041,809,2019-03-17_20:16:24.384000
3356231,2272,1034,813,2019-03-17_20:16:24.480000
3356331,2281,1019,811,2019-03-17_20:16:24.540000
3356431,2276,1032,797,2019-03-17_20:16:24.606000
3356531,2278,1033,802,2019-03-17_20:16:24.671000
3356631,2274,1041,810,2019-03-17_20:16:24.735000
3356731,2275,1018,816,2019-03-17_20:16:24.798000
3356831,2273,1023,810,2019-03-17_20:16:24.872000
3356931,2275,1008,802,2019-03-17_20:16:24.939000
3357031,2277,999,812,2019-03-17_20:16:25.033000
3357131,2278,996,806,2019-03-17_20:16:25.109000
3357231,2283,1002,802,2019-03-17_20:16:25.259000
3357331,2279,989,816,2019-03-17_20:16:25.411000
3357431,2275,1003,812,2019-03-17_20:16:25.618000
3357531,2275,1031,809,2019-03-17_20:16:25.757000
3357631,2279,1043,789,2019-03-17_20:16:25.837000
3357731,2285,1040,795,2019-03-17_20:16:25.947000
3357831,2283,1037,802,2019-03-17_20:16:26.060000
3357931,2282,1057,812,2019-03-17_20:16:26.115000
3358031,2279,1067,803,2019-03-17_20:16:26.188000
3358131,2278,1096,789,2019-03-17_20:16:26.253000
3358231,2277,1101,816,2019-03-17_20:16:26.328000
3358331,2285,1107,813,2019-03-17_20:16:26.401000
3358431,2283,1113,816,2019-03-17_20:16:26.471000
3358531,2287,1111,805,2019-03-17_20:16:26.539000
3358631,2284,1162,809,2019-03-17_20:16:26.605000
3358731,2283,1221,822,2019-03-17_20:16:26.740000
3358831,2283,1200,812,2019-03-17_20:16:26.907000
3358931,2286,1209,817,2019-03-17_20:16:27.007000
3359031,2279,1162,815,2019-03-17_20:16:27.104000
3359131,2287,1197,806,2019-03-17_20:16:27.217000
3359231,2282,1139,821,2019-03-17_20:16:27.426000
3359331,2277,1161,793,2019-03-17_20:16:27.607000
3359431,2283,1152,812,2019-03-17_20:16:27.720000
3359531,2283,1168,800,2019-03-17_20:16:27.785000
3359631,2278,1185,810,2019-03-17_20:16:27.849000
3359731,2283,1184,806,2019-03-17_20:16:27.925000
3359831,2283,1155,812,2019-03-17_20:16:28.000000
3359931,2279,1191,810,2019-03-17_20:16:28.078000
3360031,2283,1153,814,2019-03-17_20:16:28.154000
3360131,2285,1159,802,2019-03-17_20:16:28.299000
3360231,2287,1122,812,2019-03-17_20:16:28.428000
3360331,2279,1144,798,2019-03-17_20:16:28.514000
3360431,2287,1145,801,2019-03-17_20:16:28.606000
3360531,2288,1094,797,2019-03-17_20:16:28.689000
3360631,2289,1073,785,2019-03-17_20:16:28.832000
3360731,2291,1059,783,2019-03-17_20:16:28.958000
3360831,2293,1105,789,2019-03-17_20:16:29.084000
3360931,2301,1103,770,2019-03-17_20:16:29.192000
3361031,2301,1118,795,2019-03-17_20:16:29.378000
3361131,2301,1114,784,2019-03-17_20:16:29.507000
3361231,2303,1107,776,2019-03-17_20:16:29.676000
3361331,2303,1134,785,2019-03-17_20:16:29.741000
3361431,2302,1177,750,2019-03-17_20:16:29.806000
3361531,2318,1197,781,2019-03-17_20:16:29.880000
3361631,2309,1180,710,2019-03-17_20:16:29.996000
3361731,2318,1200,789,2019-03-17_20:16:30.104000
3361831,2311,1200,785,2019-03-17_20:16:30.224000
3361931,2310,1140,784,2019-03-17_20:16:30.289000
3362031,2311,1063,784,2019-03-17_20:16:30.398000
3362131,2320,1080,791,2019-03-17_20:16:30.459000
3362231,2315,1029,780,2019-03-17_20:16:30.527000
3362331,2317,1014,784,2019-03-17_20:16:30.692000
3362431,2315,1043,790,2019-03-17_20:16:30.899000
3362531,2314,1034,786,2019-03-17_20:16:31.012000
3362631,2315,1104,765,2019-03-17_20:16:31.183000
3362731,2310,1040,760,2019-03-17_20:16:31.350000
3362831,2307,1040,796,2019-03-17_20:16:31.514000
3362931,2315,1049,791,2019-03-17_20:16:31.590000
3363031,2315,1040,768,2019-03-17_20:16:31.676000
3363131,2315,1022,827,2019-03-17_20:16:31.749000
3363231,2306,1035,816,2019-03-17_20:16:31.808000
3363331,2311,1023,801,2019-03-17_20:16:31.891000
3363431,2305,1023,773,2019-03-17_20:16:32.049000
3363531,2305,1012,784,2019-03-17_20:16:32.132000
3363631,2307,1002,800,2019-03-17_20:16:32.237000
3363731,2311,1010,784,2019-03-17_20:16:32.345000
3363831,2303,1007,815,2019-03-17_20:16:32.551000
3363931,2302,1040,829,2019-03-17_20:16:32.670000
3364031,2303,1040,793,2019-03-17_20:16:32.764000
3364131,2299,1104,809,2019-03-17_20:16:32.827000
3364231,2299,1169,869,2019-03-17_20:16:32.890000
3364331,2295,1106,817,2019-03-17_20:16:32.969000
3364431,2299,1102,832,2019-03-17_20:16:33.047000
3364531,2303,1086,806,2019-03-17_20:16:33.228000
3364631,2288,1035,832,2019-03-17_20:16:33.359000
3364731,2289,974,793,2019-03-17_20:16:33.538000
3364831,2293,1009,838,2019-03-17_20:16:33.667000
3364931,2288,1086,832,2019-03-17_20:16:33.760000
3365031,2288,992,835,2019-03-17_20:16:33.821000
3365131,2291,977,848,2019-03-17_20:16:33.890000
3365231,2288,976,860,2019-03-17_20:16:33.960000
3365331,2285,992,848,2019-03-17_20:16:34.058000
3365431,2289,962,816,2019-03-17_20:16:34.180000
3365531,2285,969,839,2019-03-17_20:16:34.347000
3365631,2283,977,832,2019-03-17_20:16:34.437000
3365731,2278,1005,865,2019-03-17_20:16:34.532000
3365831,2279,997,880,2019-03-17_20:16:34.640000
3365931,2277,992,876,2019-03-17_20:16:34.819000
3366031,2277,1089,916,2019-03-17_20:16:34.977000
3366131,2279,1078,877,2019-03-17_20:16:35.105000
3366231,2272,1145,869,2019-03-17_20:16:35.228000
3366331,2275,1099,880,2019-03-17_20:16:35.379000
3366431,2275,1088,854,2019-03-17_20:16:35.489000
3366531,2281,1097,880,2019-03-17_20:16:35.641000
3366631,2275,1100,853,2019-03-17_20:16:35.772000
3366731,2271,1143,848,2019-03-17_20:16:35.887000
3366831,2275,1221,908,2019-03-17_20:16:35.956000
3366931,2266,1346,885,2019-03-17_20:16:36.061000
3367031,2269,1290,901,2019-03-17_20:16:36.200000
3367131,2259,1357,863,2019-03-17_20:16:36.338000
3367231,2267,1377,877,2019-03-17_20:16:36.527000
3367331,2259,1457,896,2019-03-17_20:16:36.608000
3367431,2271,1468,940,2019-03-17_20:16:36.663000
3367531,2272,1461,913,2019-03-17_20:16:36.722000
3367631,2257,1424,886,2019-03-17_20:16:36.792000
3367731,2259,1470,846,2019-03-17_20:16:36.860000
3367831,2258,1472,899,2019-03-17_20:16:37.000000
3367931,2256,1495,907,2019-03-17_20:16:37.124000
3368031,2256,1472,877,2019-03-17_20:16:37.215000
3368131,2254,1358,890,2019-03-17_20:16:37.306000
3368231,2253,1405,836,2019-03-17_20:16:37.374000
3368331,2249,1289,862,2019-03-17_20:16:37.511000
3368431,2253,1392,848,2019-03-17_20:16:37.726000
3368531,2250,1375,847,2019-03-17_20:16:37.898000
3368631,2245,1456,853,2019-03-17_20:16:38.018000
3368731,2254,1392,842,2019-03-17_20:16:38.147000
3368831,2254,1395,862,2019-03-17_20:16:38.274000
3368931,2239,1591,834,2019-03-17_20:16:38.518000
3369031,2244,1600,816,2019-03-17_20:16:38.640000
3369131,2243,1509,822,2019-03-17_20:16:38.761000
3369231,2242,1433,820,2019-03-17_20:16:38.858000
3369331,2247,1533,798,2019-03-17_20:16:38.959000
3369431,2249,1500,816,2019-03-17_20:16:39.050000
3369531,2239,1447,784,2019-03-17_20:16:39.210000
3369631,2245,1442,807,2019-03-17_20:16:39.339000
3369731,2249,1422,837,2019-03-17_20:16:39.532000
3369831,2251,1463,800,2019-03-17_20:16:39.617000
3369931,2245,1435,781,2019-03-17_20:16:39.798000
3370031,2256,1420,768,2019-03-17_20:16:39.962000
3370131,2256,1378,821,2019-03-17_20:16:40.071000
3370231,2259,1420,784,2019-03-17_20:16:40.181000
3370331,2259,1370,786,2019-03-17_20:16:40.264000
3370431,2262,1393,801,2019-03-17_20:16:40.454000
3370531,2262,1601,816,2019-03-17_20:16:40.639000
3370631,2260,1600,784,2019-03-17_20:16:40.751000
3370731,2267,1617,786,2019-03-17_20:16:40.820000
3370831,2271,1606,788,2019-03-17_20:16:40.932000
3370931,2270,1584,775,2019-03-17_20:16:41.121000
3371031,2263,1581,782,2019-03-17_20:16:41.212000
3371131,2263,1535,784,2019-03-17_20:16:41.288000
3371231,2274,1489,752,2019-03-17_20:16:41.359000
3371331,2261,1492,769,2019-03-17_20:16:41.467000
3371431,2259,1487,752,2019-03-17_20:16:41.547000
3371531,2257,1455,753,2019-03-17_20:16:41.663000
3371631,2263,1485,780,2019-03-17_20:16:41.823000
3371731,2350,1478,785,2019-03-17_20:16:41.928000
3371831,2259,1445,741,2019-03-17_20:16:42.112000
3371931,2263,1479,745,2019-03-17_20:16:42.241000
3372031,2287,1430,770,2019-03-17_20:16:42.388000
3372131,2354,1450,740,2019-03-17_20:16:42.576000
3372231,2256,1462,752,2019-03-17_20:16:42.749000
3372331,2251,1466,778,2019-03-17_20:16:42.878000
3372431,2247,1473,750,2019-03-17_20:16:43.077000
3372531,2251,1454,752,2019-03-17_20:16:43.275000
3372631,2260,1456,748,2019-03-17_20:16:43.430000
3372731,2255,1456,708,2019-03-17_20:16:43.616000
3372831,2249,1427,701,2019-03-17_20:16:43.758000
3372931,2256,1456,720,2019-03-17_20:16:43.962000
3373031,2256,1584,714,2019-03-17_20:16:44.076000
3373131,2256,1599,692,2019-03-17_20:16:44.184000
3373231,2256,1535,695,2019-03-17_20:16:44.304000
3373331,2270,1570,716,2019-03-17_20:16:44.383000
3373431,2267,1522,718,2019-03-17_20:16:44.447000
3373531,2256,1535,656,2019-03-17_20:16:44.555000
3373631,2263,1587,677,2019-03-17_20:16:44.636000
3373731,2239,1415,664,2019-03-17_20:16:44.703000
3373831,2247,1472,657,2019-03-17_20:16:44.774000
3373931,2207,1389,654,2019-03-17_20:16:44.856000
3374031,2245,1421,681,2019-03-17_20:16:44.953000
3374131,2235,1392,656,2019-03-17_20:16:45.039000
3374231,2204,1352,648,2019-03-17_20:16:45.156000
3374331,2275,1360,653,2019-03-17_20:16:45.316000
3374431,2253,1378,648,2019-03-17_20:16:45.476000
3374531,2249,1411,647,2019-03-17_20:16:45.581000
3374631,2239,1396,632,2019-03-17_20:16:45.700000
3374731,2240,1385,647,2019-03-17_20:16:45.879000
3374831,2241,1423,634,2019-03-17_20:16:46.017000
3374931,2246,1401,653,2019-03-17_20:16:46.109000
3375031,2239,1461,637,2019-03-17_20:16:46.172000
3375131,2247,1525,640,2019-03-17_20:16:46.257000
3375231,2244,1535,626,2019-03-17_20:16:46.345000
3375331,2251,1535,622,2019-03-17_20:16:46.510000
3375431,2247,1562,649,2019-03-17_20:16:46.638000
3375531,2247,1601,640,2019-03-17_20:16:46.719000
3375631,2250,1612,635,2019-03-17_20:16:46.885000
3375731,2247,1566,636,2019-03-17_20:16:47.035000
3375831,2250,1600,633,2019-03-17_20:16:47.196000
3375931,2246,1574,641,2019-03-17_20:16:47.313000
3376031,2247,1579,626,2019-03-17_20:16:47.439000
3376131,2251,1520,624,2019-03-17_20:16:47.654000
3376231,2247,1535,628,2019-03-17_20:16:47.761000
3376331,2251,1526,618,2019-03-17_20:16:47.871000
3376431,2251,1561,626,2019-03-17_20:16:47.968000
3376531,2255,1527,628,2019-03-17_20:16:48.070000
3376631,2255,1502,624,2019-03-17_20:16:48.192000
3376731,2253,1474,628,2019-03-17_20:16:48.291000
3376831,2251,1504,613,2019-03-17_20:16:48.381000
3376931,2251,1467,620,2019-03-17_20:16:48.445000
3377031,2255,1459,623,2019-03-17_20:16:48.514000
3377131,2252,1449,640,2019-03-17_20:16:48.588000
3377231,2253,1418,624,2019-03-17_20:16:48.716000
3377331,2253,1440,628,2019-03-17_20:16:48.829000
3377431,2255,1424,622,2019-03-17_20:16:48.980000
3377531,2253,1405,624,2019-03-17_20:16:49.042000
3377631,2247,1412,618,2019-03-17_20:16:49.200000
3377731,2252,1319,664,2019-03-17_20:16:49.309000
3377831,2251,1312,605,2019-03-17_20:16:49.394000
3377931,2246,1289,624,2019-03-17_20:16:49.565000
3378031,2252,1357,624,2019-03-17_20:16:49.630000
3378131,2253,1329,633,2019-03-17_20:16:49.828000
3378231,2250,1360,626,2019-03-17_20:16:50.018000
3378331,2249,1393,626,2019-03-17_20:16:50.181000
3378431,2253,1360,626,2019-03-17_20:16:50.310000
3378531,2252,1227,628,2019-03-17_20:16:50.443000
3378631,2245,1609,634,2019-03-17_20:16:50.615000
3378731,2251,1718,613,2019-03-17_20:16:50.722000
3378831,2250,1744,620,2019-03-17_20:16:50.876000
3378931,2250,1751,616,2019-03-17_20:16:50.963000
3379031,2241,1746,588,2019-03-17_20:16:51.113000
3379131,2246,1744,624,2019-03-17_20:16:51.286000
3379231,2232,1738,626,2019-03-17_20:16:51.474000
3379331,2240,1738,608,2019-03-17_20:16:51.720000
3379431,2257,1732,608,2019-03-17_20:16:51.845000
3379531,2256,1737,597,2019-03-17_20:16:51.998000
3379631,2256,1716,616,2019-03-17_20:16:52.069000
3379731,2256,1735,616,2019-03-17_20:16:52.140000
3379831,2256,1728,612,2019-03-17_20:16:52.303000
3379931,2253,1727,613,2019-03-17_20:16:52.430000
3380031,2256,1722,624,2019-03-17_20:16:52.561000
3380131,2256,1719,601,2019-03-17_20:16:52.656000
3380231,2255,1719,612,2019-03-17_20:16:52.745000
3380331,2255,1723,624,2019-03-17_20:16:52.995000
3380431,2251,1724,615,2019-03-17_20:16:53.068000
3380531,2256,1719,602,2019-03-17_20:16:53.179000
3380631,2250,1718,608,2019-03-17_20:16:53.272000
3380731,2254,1719,614,2019-03-17_20:16:53.411000
3380831,2255,1719,601,2019-03-17_20:16:53.572000
3380931,2249,1718,613,2019-03-17_20:16:53.667000
3381031,2249,1726,600,2019-03-17_20:16:53.829000
3381131,2246,1717,606,2019-03-17_20:16:53.933000
3381231,2247,1723,576,2019-03-17_20:16:54.019000
3381331,2250,1719,604,2019-03-17_20:16:54.184000
3381431,2250,1718,596,2019-03-17_20:16:54.339000
3381531,2254,1718,620,2019-03-17_20:16:54.405000
3381631,2245,1727,608,2019-03-17_20:16:54.598000
3381731,2252,1723,601,2019-03-17_20:16:54.733000
3381831,2241,1690,602,2019-03-17_20:16:54.868000
3381931,2246,1718,599,2019-03-17_20:16:54.985000
3382031,2251,1723,599,2019-03-17_20:16:55.151000
3382131,2245,1717,596,2019-03-17_20:16:55.292000
3382231,2253,1718,596,2019-03-17_20:16:55.376000
